message,label
Just giving feedback about the UI. asap,0
Urgent: money deducted but order failed!!!!,2
Sharing a suggestion for improvement.,0
Order arrived late. asap,1
Need help with changing my address. please help,1
Coupon code is not working. kindly resolve,1
Need help with changing my address.!!!,1
I have not received my refund yet. please help,1
My account has been hacked! kindly resolve,2
General feedback on your website.!!!,0
The app looks good.,0
Tracking info is not updating.!!!,1
The app looks good. asap,0
Need help with changing my address.!!!,1
Urgent: money deducted but order failed! please help,2
Just giving feedback about the UI. please help,0
Serious complaint: wrong person received my order and details!!!!,2
Immediate help needed: account locked with balance inside! asap,2
My delivery was delayed by two days. kindly resolve,1
Data privacy issue — my info is visible to others!!!!,2
Payment taken multiple times! please help,2
Urgent: money deducted but order failed! kindly resolve,2
My account has been hacked! kindly resolve,2
The new update is nice. kindly resolve,0
Feature request: dark mode would be nice. please help,0
Coupon code is not working. kindly resolve,1
Payment confirmation is pending. please help,1
Feature request: dark mode would be nice.,0
Tracking info is not updating. kindly resolve,1
Feature request: dark mode would be nice. please help,0
General feedback on your website. please help,0
Prices seem reasonable.!!!,0
"I was charged twice, fix this immediately!!!!",2
Serious complaint: wrong person received my order and details!!!!,2
Need help with changing my address. asap,1
Critical: scam activity on my profile!,2
General feedback on your website.!!!,0
"I was billed incorrectly, please check.",1
Prices seem reasonable. kindly resolve,0
The app looks good. kindly resolve,0
I like your service. please help,0
My account has been hacked! kindly resolve,2
Unauthorized payment from my card! kindly resolve,2
Unauthorized payment from my card!!!!,2
Unauthorized payment from my card! asap,2
Coupon code is not working.,1
Tracking info is not updating.!!!,1
I like your service. please help,0
I like your service. please help,0
Feature request: dark mode would be nice. please help,0
Payment confirmation is pending.!!!,1
Unable to login sometimes. kindly resolve,1
Received a damaged package. asap,1
"I was billed incorrectly, please check.",1
Unable to login sometimes.,1
Immediate help needed: account locked with balance inside! kindly resolve,2
Prices seem reasonable. asap,0
My account has been hacked! asap,2
Coupon code is not working. please help,1
Received a damaged package. please help,1
Overall experience was okay. please help,0
My account has been hacked! kindly resolve,2
Coupon code is not working. please help,1
Received a damaged package. asap,1
Data privacy issue — my info is visible to others!!!!,2
Order arrived late. kindly resolve,1
Coupon code is not working.,1
My delivery was delayed by two days. kindly resolve,1
My account has been hacked! kindly resolve,2
Immediate help needed: account locked with balance inside! asap,2
I like your service. asap,0
"I was billed incorrectly, please check. asap",1
Received a damaged package.,1
Tracking info is not updating. please help,1
General feedback on your website.,0
Urgent: money deducted but order failed!,2
Tracking info is not updating. kindly resolve,1
Coupon code is not working.!!!,1
Sharing a suggestion for improvement. please help,0
Data privacy issue — my info is visible to others!,2
My account has been hacked! asap,2
Unauthorized payment from my card!,2
General feedback on your website.,0
Serious complaint: wrong person received my order and details! asap,2
Feature request: dark mode would be nice. kindly resolve,0
Critical: scam activity on my profile!,2
Payment taken multiple times!!!!,2
Order arrived late. asap,1
Need help with changing my address.,1
I have not received my refund yet.!!!,1
Serious complaint: wrong person received my order and details! kindly resolve,2
Immediate help needed: account locked with balance inside!!!!,2
Unable to login sometimes. please help,1
My account has been hacked! asap,2
Payment taken multiple times!,2
"I was charged twice, fix this immediately! asap",2
I like your service. asap,0
Tracking info is not updating.!!!,1
Payment confirmation is pending.!!!,1
Just giving feedback about the UI.,0
Urgent: money deducted but order failed!!!!,2
Unauthorized payment from my card!,2
I have not received my refund yet.!!!,1
"I was billed incorrectly, please check.",1
Order arrived late. please help,1
Tracking info is not updating.!!!,1
Coupon code is not working. asap,1
Payment confirmation is pending. please help,1
My account has been hacked!!!!,2
Unauthorized payment from my card!!!!,2
My account has been hacked! asap,2
General feedback on your website. kindly resolve,0
Tracking info is not updating.!!!,1
Prices seem reasonable. kindly resolve,0
Data privacy issue — my info is visible to others!,2
Coupon code is not working. kindly resolve,1
Payment confirmation is pending. asap,1
Received a damaged package.!!!,1
The new update is nice.!!!,0
The app looks good.,0
"I was billed incorrectly, please check. kindly resolve",1
General feedback on your website.,0
Urgent: money deducted but order failed! please help,2
Serious complaint: wrong person received my order and details!,2
Unauthorized payment from my card! kindly resolve,2
Tracking info is not updating.,1
Tracking info is not updating.!!!,1
Just giving feedback about the UI.!!!,0
Prices seem reasonable.,0
Need help with changing my address.,1
Received a damaged package. asap,1
Just giving feedback about the UI.!!!,0
Need help with changing my address.,1
Serious complaint: wrong person received my order and details! kindly resolve,2
Fraud transaction detected on my account!!!!,2
The app looks good. kindly resolve,0
Coupon code is not working. please help,1
Prices seem reasonable.!!!,0
Received a damaged package. please help,1
Urgent: money deducted but order failed! asap,2
Fraud transaction detected on my account! please help,2
Serious complaint: wrong person received my order and details!!!!,2
Unauthorized payment from my card!,2
Serious complaint: wrong person received my order and details!,2
"I was billed incorrectly, please check. asap",1
Data privacy issue — my info is visible to others! please help,2
Coupon code is not working. asap,1
Just giving feedback about the UI. kindly resolve,0
Tracking info is not updating. kindly resolve,1
Feature request: dark mode would be nice.!!!,0
Unable to login sometimes. kindly resolve,1
Coupon code is not working.!!!,1
Your staff was polite. asap,0
Critical: scam activity on my profile!,2
Need help with changing my address. asap,1
Your staff was polite.,0
